Date, 13021 - Export of goods - Sao Paulo - US $ (thousand), 13022 - Import of goods - Sao Paulo - US $ (thousand), 13023 - Balance of trade balance - Sao Paulo - USD $ (thousand), 14026 - Balance of credit operations of the National Financial System - Sao Paulo - Individuals - R$ (million), 14053 - Balance of credit operations of the National Financial System - Sao Paulo - Legal entities - R$ (million), 14080 - Balance of credit operations of the National Financial System - Sao Paulo - Total - R$ (million), 15885 - Default rate of credit operations of the National Financial System - Sao Paulo - Individuals -%, 15917 - Default rate of credit operations of the National Financial System - Sao Paulo - Legal entities -%, 15949 - Default rate of credit operations of the National Financial System - Sao Paulo - Total -%, "CP.1-2Q ..... 46 popular house, 1 floor, balcony, living room, 2 bedrooms, circulation, bathroom and kitchen "," CP.1-2Q ..... 40 Popular house, 1 floor, s wing, 2 bedrooms, circulation, bathroom and kitchen "," CR.1-2Q ..... 62 Residential house, 1 floor, balcony, living room, 2 bedrooms, circulation, bathroom, kitchen, service area, bedroom and WC de maid "," CR.1-3Q .... 104 Residential house, 1 floor, balcony, living room, 3 bedrooms, circulation, bathroom, toilet, kitchen, service area, maid's room and toilet "," CR. 1-4Q .... 122 Residential house, 1 floor, balcony, living room, 4 bedrooms, circulation, 2 bathrooms, kitchen, laundry area, maid's room and toilet "," CP.1-1Q ..... 30 Popular house, 1 floor, living room, 1 bedroom, circulation, bathroom and kitchen "," CP.2-3Q ..... 56 Popular house, 2 floors, living room, 3 bedrooms, circulation, bathroom and kitchen "," CR.2-2Q ..... 81 Residential house, semi-detached, 2 floors, living room, 2 bedrooms, circulation, bathroom, kitchen, service area, maid's room and toilet "," Table 254 - Number of informants and Quantity stocked on the last day of the semester, by products, type of company property and type of activity of the establishment ", 4345 - Revenue from states and municipalities (Flows) - Collection of ICMS - Sao Paulo - u.m.c. (thousand), 4372 - Revenue from states and municipalities (Flows) - Transfers from the Union - Sao Paulo - u.m.c. (thousand), 7640 - Collection of ICMS (Flows) - Primary sector - Sao Paulo - u.m.c. (thousand), 7651 - Collection of ICMS (Flows) - Secondary sector - Sao Paulo - u.m.c. (thousand), 7662 - Collection of ICMS (Flows) - Tertiary sector - Sao Paulo - u.m.c. (thousand), 7673 - Collection of ICMS (Flows) - Energy - Sao Paulo - u.m.c. (thousand), 7684 - Collection of ICMS (Flows) - Petroleum - Sao Paulo - u.m.c. (thousand), 7695 - Collection of ICMS (Flows) - Other sources - Sao Paulo - u.m.c. (thousand), Infant Mortality, 3653 - General industry, 3653 - Extractive industries, 3653 - Transformation industries, 3653 - Food products manufacturing, 3653 - Beverages manufacturing, "20128 - Retail sales volume index - Pharmaceutical articles, medical, orthopedic, perfumery and cosmetics - Sao Paulo - Index "," 20129 - Retail sales volume index - Books, newspapers, magazines and stationery - Sao Paulo - Index "," 20130 - Retail sales volume index - Office, computer and communication equipment and supplies - Sao Paulo - Index ", 20131 - Retail sales volume index - Other articles for personal and domestic use - Sao Paulo - Index, 20132 - Retail sales volume index - Construction material - Sao Paulo - Index, 20133 - Retail sales volume index - Total expanded trade - São Paulo - Index, 21925 - Industrial production (2012 = 100) - General - Sao Paulo - Index, 28311 - Index formal employment - Sao Paulo - Index, 7427 - Salaried employed persons (Jan / 2001 = 100) - Sao Paulo - Index, 10782 - Unemployment rate - Metropolitan region - Sao Paulo (in the week) -%, 12832 - Economically active population - Metropolitan area of Sao Paulo - Units (thousand ), 12835 - Employed population - Metropolitan Region of Sao Paulo - Units (thousand), 12839 - Unemployed population - Metropolitan Region of Sao Paulo - Units (thousand), 12841 - Average real effective income of employed persons - Metropolitan Region of Sao Paulo - R$, 12867 - Formal jobs generated - Sao Paulo - Units, 13024 - Extended National Consumer Price Index - monthly variation - Sao Paulo -%, 13025 - National Consumer Price Index - monthly variation - Sao Paulo -%, 1475 - Retail sales volume index - Total - Sao Paulo - Index, 1490 - Retail sales volume index - Fuels and lubricants - Sao Paulo - Index, "1503 - Retail sales volume index - Hypermarkets, supermarkets, food products, beverages and tobacco - Sao Paulo - Index "," 1516 - Retail sales volume index - Fabrics, clothing and footwear - Sao Paulo - Index ", 1529 - Retail sales volume index - Furniture and household appliances - Sao Paulo - Index , "1555 - Retail sales volume index - Cars, motorcycles, parts and pieces - Sao Paulo - Index", 1568 - Retail sales volume index - Hypermarkets and supermarkets - Sao Paulo - Index, 28035 - PMS - Service volume index - Total - Sao Paulo - seasonally adjusted - Index, Total evolution of job terminations, Total evolution of job admissions, Nominal Sales - retail - seasonally adjusted index 2014, Real sales - retail - seasonally adjusted index 2014, 25394 - Regional Economic Activity Index - Sao Paulo - seasonally adjusted - Index, Consumption - electricity - Southeast Region (SE) - amount. - GWh - Eletrobras - ELETRO12_CEESE12 -, Table 6588 - Planted Area (Hectare), Table 6588 - Harvested Area (Hectare), Sugar spot price R $ (CEPEA / ESALQ crystal sugar indicator - Sao Paulo), Sugar spot price USD (CEPEA / ESALQ Crystal Sugar Indicator - Sao Paulo), Arabica Coffee Indicator CEPEA / ESALQ R$, Arabica Coffee Indicator CEPEA / ESALQ USD , Chicken CEPEA / ESALQ Frozen Chicken Prices - SP State, Fat Cattle CEPEA Indicator / B3
0,CEXT1,CEXT2,CEXT3,CRED1,CRED2,CRED3,CRED4,CRED5,CRED6,CCIVIL1,CCIVIL2,CCIVIL3,CCIVIL4,CCIVIL5,CCIVIL6,CCIVIL7,CCIVIL8,AGRO1,IMPEINFLA1,IMPEINFLA2,IMPEINFLA3,IMPEINFLA4,IMPEINFLA5,RECNATU1,RECNATU2,IMPEINFLA6,SOC1,IND1,IND2,IND3,IND4,IND5,COMERCIO1,COMERCIO2,COMERCIO3,COMERCIO4,COMERCIO5,COMERCIO6,IND6,SOC2,SOC3,SOC4,SOC5,SOC6,SOC7,SOC8,SOC9,IMPEINFLA7,IMPEINFLA8,COMERCIO7,COMERCIO8,COMERCIO9,COMERCIO10,COMERCIO11,COMERCIO12,COMERCIO13,COMERCIO14,SOC10,SOC11,COMERCIO15,COMERCIO16,GDP,RECNATU3,AGRO1,AGRO2,AGRO3,AGRO4,AGRO5,AGRO6,AGRO7,AGRO8
1/1/1989,985999,524551,461448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,959",0,0,0,0,0,0,0,0
2/1/1989,874221,520500,353721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,238",0,0,0,0,0,0,0,0
3/1/1989,1034191,502239,531952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,383",0,0,0,0,0,0,0,0
4/1/1989,753007,347199,405809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,604",0,0,0,0,0,0,0,0
5/1/1989,903281,535880,367401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,860",0,0,0,0,0,0,0,0
6/1/1989,1399965,674432,725533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,300",0,0,0,0,0,0,0,0
7/1/1989,1065569,602302,463267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.64,26.49,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,533",0,0,0,0,0,0,0,0
8/1/1989,1085160,822662,262498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.88,31.78,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,365",0,0,0,0,0,0,0,0
9/1/1989,926846,712306,214540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.53,36.23,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,250",0,0,0,0,0,0,0,0
10/1/1989,974976,731776,243200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.37,39.31,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,540",0,0,0,0,0,0,0,0
11/1/1989,975864,744096,231768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.15,50.22,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,826",0,0,0,0,0,0,0,0
12/1/1989,1061559,771127,290432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.18,50.83,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,268",0,0,0,0,0,0,0,0
1/1/1990,871975,711951,160025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.33,67.66,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,458",0,0,0,0,0,0,0,0
2/1/1990,826899,525247,301651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.47,75.87,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,754",0,0,0,0,0,0,0,0
3/1/1990,823998,763624,60374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.62,80.65,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,165",0,0,0,0,0,0,0,0
4/1/1990,920031,601368,318663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2,13.68,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,492",0,0,0,0,0,0,0,0
5/1/1990,1177435,684064,493371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.36,7.34,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,267",0,0,0,0,0,0,0,0
6/1/1990,870876,583023,287853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.29,11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,046",0,0,0,0,0,0,0,0
7/1/1990,1044234,683573,360661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.47,13.53,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,719",0,0,0,0,0,0,0,0
8/1/1990,1070581,937147,133434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.53,14.08,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,303",0,0,0,0,0,0,0,0
9/1/1990,963223,858399,104824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.83,13.61,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,063",0,0,0,0,0,0,0,0
10/1/1990,667680,923751,256070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.19,16.08,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,377",0,0,0,0,0,0,0,0
11/1/1990,1020395,1029258,8863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.74,17.83,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,052",0,0,0,0,0,0,0,0
12/1/1990,1098174,828721,269453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.8,20.41,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,204",0,0,0,0,0,0,0,0
1/1/1991,1007318,714483,292835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"42,543,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.09,21.65,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,981",0,0,0,0,0,0,0,0
2/1/1991,540887,450239,90648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"51,030,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.86,20.19,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,236",0,0,0,0,0,0,0,0
3/1/1991,984981,735466,249515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"70,570,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.11,16.51,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,515",0,0,0,0,0,0,0,0
4/1/1991,1132879,685612,447267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"82,992,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.63,4.42,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,133",0,0,0,0,0,0,0,0
5/1/1991,901752,733571,168181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"150,652,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.76,7.51,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,555",0,0,0,0,0,0,0,0
6/1/1991,986463,750996,235467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"160,775,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.68,10.18,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,763",0,0,0,0,0,0,0,0
7/1/1991,879022,863551,15471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"191,810,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9,11.25,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,246",0,0,0,0,0,0,0,0
8/1/1991,1013350,967328,46022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"234,648,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.99,14.97,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,126",0,0,0,0,0,0,0,0
9/1/1991,760163,762776,2613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"281,188,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.99,14.97,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,206",0,0,0,0,0,0,0,0
10/1/1991,1004897,950572,54325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"372,048,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.17,21.4,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,855",0,0,0,0,0,0,0,0
11/1/1991,882164,925940,43776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"455,355,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.05,26.26,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,231",0,0,0,0,0,0,0,0
12/1/1991,1076568,792791,283777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"609,794,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.42,22.84,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,628",0,0,0,0,0,0,0,0
1/1/1992,980178,743277,236901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"944,875,000","52,484,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.18,26.11,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,590",0,0,0,0,0,0,0,0
2/1/1992,1033534,629804,403730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,119,565,000","54,050,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.87,23.46,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,610",0,0,0,0,0,0,0,0
3/1/1992,1136153,642965,493188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,408,275,000","95,408,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.33,22.31,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,543",0,0,0,0,0,0,0,0
4/1/1992,1016261,641091,375170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,660,625,000","107,080,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.86,21.47,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,259",0,0,0,0,0,0,0,0
5/1/1992,1151429,673097,478332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,971,962,000","188,229,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.33,24.54,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,771",0,0,0,0,0,0,0,0
6/1/1992,1018963,736199,282764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,484,922,000","202,484,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.39,21.19,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,425",0,0,0,0,0,0,0,0
7/1/1992,1335949,861026,474923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,113,027,000","245,881,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,22.83,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,592",0,0,0,0,0,0,0,0
8/1/1992,1123291,739313,383978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,804,274,000","301,817,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.76,21.87,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,027",0,0,0,0,0,0,0,0
9/1/1992,1130926,722379,408547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,598,736,000","366,475,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.75,23.35,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,782",0,0,0,0,0,0,0,0
10/1/1992,1236751,960904,275847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,876,488,000","491,073,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.15,25.1,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,744",0,0,0,0,0,0,0,0
11/1/1992,1033932,799875,234057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,129,225,000","606,826,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.9,22.18,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,085",0,0,0,0,0,0,0,0
12/1/1992,1042974,879014,163960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,289,641,000","790,538,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.35,26.23,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,403",0,0,0,0,0,0,0,0
1/1/1993,1097658,779703,317955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,559,306,004","1,378,636",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.36,27.26,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,803",0,0,0,0,0,0,0,0
2/1/1993,995498,661462,334037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,880,098,517","1,865,586",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.6,24.12,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,371",0,0,0,0,0,0,0,0
3/1/1993,1188274,869978,318296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"18,904,883,000","1,846,667",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.41,28.46,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,427",0,0,0,0,0,0,0,0
4/1/1993,991572,1040084,48512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"24,523,426,117","3,189,293",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.87,29.09,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,516",0,0,0,0,0,0,0,0
5/1/1993,994325,748018,246307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"29,660,754,514","3,451,051",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.24,26.18,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,881",0,0,0,0,0,0,0,0
6/1/1993,1111775,857285,254490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"38,982,512,000","4,874,758",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.44,31.16,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,949",0,0,0,0,0,0,0,0
7/1/1993,1107875,1317104,209229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"53,814,410,000","6,848,697",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.01,31.86,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,874",0,0,0,0,0,0,0,0
8/1/1993,1194797,1034691,160106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"70,705,086","6,606,687",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.56,33.11,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,267",0,0,0,0,0,0,0,0
9/1/1993,1203586,1027092,176494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"96,849,626","8,043,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.07,35.37,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,443",0,0,0,0,0,0,0,0
10/1/1993,1187134,970349,216786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"129,415,982","18,269,293",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.2,33.11,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,170",0,0,0,0,0,0,0,0
11/1/1993,1132590,935616,196974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"177,877,572","17,757,253",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.28,35.35,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,367",0,0,0,0,0,0,0,0
12/1/1993,1186014,1271771,85756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"246,778,436","28,179,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.99,37.74,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,898",0,0,0,0,0,0,0,0
1/1/1994,923938,809994,113944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"353,306,250","30,892,566",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.54,39.77,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,895",0,0,0,0,0,0,0,0
2/1/1994,929147,977835,48689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"385,720,500","41,379,768",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.79,40.73,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,773",0,0,0,0,0,0,0,0
3/1/1994,1260754,1014511,246243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"736,873,500","52,726,475",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.75,42.49,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,595",0,0,0,0,0,0,0,0
4/1/1994,1137912,973204,164708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,005,141,500","68,749,525",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.71,44.54,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,432",0,0,0,0,0,0,0,0
5/1/1994,1219715,1123386,96328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,367,126,750","119,482,444",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.32,43.26,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,712",0,0,0,0,0,0,0,0
6/1/1994,1253478,1103369,150109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,251,666,284","165,985,808",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.82,48.99,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,242",0,0,0,0,0,0,0,0
